## Term ##
uncoupl 3433887 3.04999285692
pendant 3433938 3.35102285258
dictionari 3433963 2.74896286126
ioniz 3434063 2.65205284825
tanker 3434190 3.35102285258
g 3434215 2.50592481257
u+v 3434401 3.35102285258
ionis 3434427 3.35102285258
illicit 3434459 3.35102285258
phytoleach 3434485 3.35102285258
organis 3434509 3.35102285258
ionic 3434537 2.17493159353
organiz 3434913 3.35102285258
footag 3434945 2.87390159786
f-a 3435034 3.35102285258
anti-microbubbl 3435060 3.35102285258
fluxion 3435085 3.35102285258
carbohydr 3435111 3.04999285692
bonnet 3435161 3.35102285258
geophagu 3435186 3.35102285258
telephoto 3435211 3.35102285258
microcystin-contain 3435237 3.35102285258
salient 3435262 3.35102285258
unknown 3435287 2.74896286126
capac 3435396 1.81954393554
their 3436296 1.4702092603
1500 3438295 3.35102285258
leve 3438321 3.35102285258
650 3438347 3.35102285258
boil 3438373 2.44793286559
shell 3438585 2.30963016743
shelf 3438876 3.35102285258
transistor 3438902 3.04999285692
organopolysiloxan 3438960 3.35102285258
slider 3438985 3.35102285258
potent 3439009 3.35102285258
diminish 3439035 2.87390159786
bulki 3439118 3.35102285258
bismuth 3439148 3.35102285258
pre-determin 3439173 3.35102285258
re-concentr 3439198 3.04999285692
iron-bas 3439249 3.04999285692
elongata 3439301 3.35102285258
1.4 3439326 3.04999285692
1.5 3439378 2.65205284825
1.0 3439508 2.65205284825
clip 3439644 2.74896286126
linker 3439745 3.04999285692
coher 3439795 2.87390159786
150.degre 3439876 3.35102285258
diverg 3439902 2.74896286126
photosterilis 3440017 3.35102285258
contour 3440042 2.65205284825
dehumidif 3440176 3.35102285258
user-rel 3440200 3.04999285692
which 3440257 0.444687810779
divert 3461386 2.39678034314
divers 3461615 2.50592481257
low-pressur 3461790 2.87390159786
pressuris 3461866 3.04999285692
polysiloxan 3461921 3.35102285258
who 3461947 2.50592481257
pressuriz 3462139 3.35102285258
siphon 3462164 2.87390159786
multitud 3462239 2.74896286126
floodabl 3462347 3.35102285258
extermin 3462373 3.35102285258
class 3462398 2.50592481257
clasp 3462588 3.35102285258
refract 3462612 3.04999285692
air- 3462668 3.35102285258
dens 3462693 3.35102285258
.sup.1.delta 3462717 3.35102285258
quasi-two-dimension 3462743 3.35102285258
pipe 3462774 1.60283482558
determin 3464192 1.3467014788
fowler 3466962 3.35102285258
syring 3466987 3.35102285258
inexpens 3467013 2.35102285258
perfor 3467272 2.07226925163
chicken 3467761 3.35102285258
overflow 3467786 2.30963016743
video-bas 3468071 3.35102285258
ear 3468101 3.04999285692
locat 3468158 1.23707950028
high-load 3471619 3.35102285258
micron 3471645 2.44793286559
microb 3471864 2.02880355785
microc 3472393 3.35102285258
inhabit 3472424 3.35102285258
local 3472449 1.93604950461
in-class 3473170 3.35102285258
perfumeri 3473195 3.35102285258
spun 3473221 2.65205284825
contribut 3473347 3.04999285692
dope 3473404 2.65205284825
up/down 3473530 3.35102285258
silan 3473555 3.04999285692
dial/button 3473611 3.35102285258
anion-bind 3473637 3.04999285692
off-lin 3473687 2.74896286126
brain 3473791 3.35102285258
bisect 3473822 3.35102285258
m.sup.2/g 3473848 3.04999285692
affluent 3473900 3.35102285258
digital-to-analog-convert 3473925 3.35102285258
t.sub.tiex 3473951 3.35102285258
100.degre 3473982 2.65205284825
querier 3474108 3.35102285258
micro- 3474139 2.74896286126
sediment 3474244 1.93604950461
view 3474904 2.12057393121
unison 3475366 2.87390159786
plate-shap 3475443 3.35102285258
arsen 3475468 2.27184160654
hexametaphosph 3475768 3.35102285258
knowledg 3475794 3.04999285692
elast 3475852 2.23707950028
ammonia/ammonium 3476218 3.35102285258
airborn 3476243 3.35102285258
violet 3476273 3.04999285692
modulu 3476324 3.35102285258
closer 3476351 3.35102285258
entranc 3476374 2.35102285258
braid 3476640 3.04999285692
eluent 3476690 2.87390159786
superf 3476764 3.35102285258
aerofoil 3476795 3.35102285258
favor 3476821 2.44793286559
physiolog 3477024 2.74896286126
crude 3477133 2.5728716022
microchannel 3477282 3.04999285692
single-phas 3477333 3.04999285692
amen 3477390 3.35102285258
job 3477416 3.35102285258
entir 3477441 1.87390159786
spoil 3478240 3.35102285258
ascendingli 3478265 3.35102285258
addit 3478291 1.15236576563
sulfide-consum 3482440 3.04999285692
non-ion 3482489 3.35102285258
large-scal 3482514 3.35102285258
audibl 3482541 3.04999285692
grain 3482597 2.74896286126
committe 3482697 3.35102285258
shfc 3482728 3.35102285258
demulsifi 3482754 3.35102285258
wall 3482779 1.35538765799
fiber-to-fib 3485392 3.35102285258
arriv 3485416 3.35102285258
bauxit 3485441 3.04999285692
rpb 3485491 3.35102285258
evaporation-condens 3485517 3.35102285258
lid-teth 3485543 3.35102285258
rpm 3485569 3.35102285258
withdrawn 3485594 2.44793286559
electro-chem 3485799 3.04999285692
unclean 3485849 3.35102285258
i.e. 3485874 2.50592481257
compos 3486067 2.00860017176
carbridg 3486640 3.35102285258
outflow 3486666 2.39678034314
unauthor 3486904 3.35102285258
popul 3486935 2.09575034748
nickel 3487394 2.5728716022
presenc 3487546 1.67892499465
612b 3488763 3.35102285258
chitin/chitosan 3488794 3.35102285258
spammer 3488820 3.35102285258
naphtha 3488851 3.35102285258
mcaw 3488876 3.35102285258
m/z.fwdarw.70.1 3488901 3.35102285258
manganes 3488927 2.74896286126
deodor 3489027 2.74896286126
charge-bas 3489131 3.35102285258
align 3489156 1.98929501657
aerobic/anox 3489766 3.04999285692
will 3489816 1.67892499465
fingertip 3491079 3.35102285258
cutter 3491110 3.35102285258
observ 3491141 2.14690286993
layer 3491568 1.39198146026
iron-contain 3493960 3.04999285692
motiv 3494010 2.87390159786
dual 3494087 2.39678034314
lightweight 3494320 3.04999285692
tempor 3494377 2.74896286126
bioactiv 3494503 3.04999285692
uniti 3494553 3.35102285258
headlight 3494578 3.35102285258
cross 3494605 2.30963016743
1-30 3494907 3.04999285692
member 3494957 1.3467014788
reader/writ 3497679 3.35102285258
inch 3497704 2.35102285258
contactless 3497961 3.35102285258
difficult 3497986 2.39678034314
slave 3498228 3.35102285258
myocardi 3498253 3.04999285692
sauter 3498306 3.35102285258
dichloroisocyanur 3498338 3.35102285258
decoupl 3498363 2.87390159786
collar 3498440 3.04999285692
dissolut 3498491 2.50592481257
polymer-degrad 3498672 3.35102285258
dopant 3498697 3.35102285258
gutter 3498723 3.35102285258
permeabl 3498748 2.04999285692
obtain 3499255 1.20180373993
replenish 3503050 2.65205284825
nanos 3503182 3.35102285258
fibril 3503207 3.04999285692
simultan 3503256 1.5728716022
rapid 3504798 2.14690286993
on-chip 3505209 3.35102285258
book 3505235 3.35102285258
dispositivo 3505260 3.35102285258
knob 3505291 3.35102285258
presi 3505316 3.35102285258
anti-terrorist 3505347 3.35102285258
hypercrosslink 3505377 3.35102285258
facial 3505402 2.35102285258
denser 3505699 3.35102285258
press 3505724 2.27184160654
pretreat 3506051 1.98929501657
micro-nozzl 3506635 3.35102285258
osmosis/diffus 3506660 3.04999285692
vortex 3506712 2.27184160654
oils/ 3507029 3.35102285258
matrix/bulk 3507055 3.35102285258
scale-up 3507079 3.35102285258
telemicroscop 3507105 3.04999285692
k.sup.+ 3507160 3.35102285258
drainfield 3507185 3.04999285692
115 3507235 3.35102285258
114 3507259 2.65205284825
growth 3507403 1.47596158919
export 3509304 3.35102285258
110 3509329 3.04999285692
113 3509380 3.35102285258
smoothli 3509405 3.35102285258
leaf 3509437 2.50592481257
lead 3509623 1.97081161087
leak 3510270 3.04999285692
preheat 3510320 3.35102285258
miner 3510345 2.14690286993
leas 3510744 3.35102285258
floss 3510775 3.35102285258
leav 3510800 1.95308284391
settl 3511454 1.69781033881
axisymmetr 3512585 3.04999285692
restricting/cool 3512640 3.35102285258
leader 3512672 3.35102285258
cleavag 3512697 3.35102285258
11a 3512722 2.87390159786
11b 3512805 3.35102285258
acronym 3512831 3.35102285258
l-iditol 3512857 3.35102285258
stay 3512882 3.35102285258
non-pressur 3512907 3.35102285258
rare 3512932 2.87390159786
column 3513021 1.61862909276
carrier 3514378 1.67892499465
sweat 3515586 3.04999285692
disabl 3515644 2.65205284825
own 3515783 2.39678034314
owe 3516016 2.65205284825
eo 3516166 3.35102285258
automat 3516192 1.53147891704
nitrobacteria 3518022 3.35102285258
organic-nitrogen 3518047 3.35102285258
weather 3518072 2.74896286126
brush 3518179 2.65205284825
bioremedi 3518312 2.09575034748
transfer 3518765 1.50592481257
spiral 3520587 2.44793286559
strongly-coupl 3520800 3.35102285258
interweav 3520832 3.35102285258
vat 3520857 3.35102285258
fat-solubl 3520881 3.35102285258
anatas 3520907 3.04999285692
made 3520957 1.46453212741
whether 3523045 1.90386482124
injur 3523842 3.35102285258
record 3523868 1.84587287426
below 3524751 1.61862909276
bio-diesel 3526179 2.87390159786
cake 3526256 2.65205284825
200,000 3526382 3.35102285258
pulp/pap 3526407 3.35102285258
buffi 3526433 3.35102285258
mutual 3526459 2.44793286559
acid/trifluoroacet 3526677 3.35102285258
overdischarg 3526702 3.04999285692
percent 3526758 2.30963016743
portion 3527037 0.949622311803
fine-mesh 3533718 3.35102285258
other 3533743 0.845872874264
boom 3542206 3.35102285258
branch 3542231 2.44793286559
sica 3542438 3.35102285258
medium/high 3542469 3.35102285258
polydiallydimethylammonium 3542494 3.35102285258
album 3542520 3.35102285258
gas-scrub 3542551 3.35102285258
macerator-slurri 3542575 3.35102285258
preform 3542601 3.35102285258
stripping-chemisorpt 3542628 3.35102285258
airtight 3542653 3.35102285258
non-zinc 3542680 3.35102285258
nucleophil 3542706 3.35102285258
homolog 3542731 3.35102285258
experienc 3542755 3.04999285692
scientif 3542805 2.74896286126
in-port 3542912 3.04999285692
reliabl 3542962 2.23707950028
90.degre 3543317 3.35102285258
emerg 3543349 2.5728716022
auxiliari 3543502 2.17493159353
understand 3543887 2.87390159786
invari 3543976 3.04999285692
bromine-bas 3544039 3.04999285692
## Doc ID ##
US4687584 3544090 165
US20120177967A1 3544619 141
US6047085 3545001 177
US7718085 3545504 74
US7563366 3545891 191
EP2017087A1 3546306 54
WO2012007605A3 3546553 190
US5334799 3547197 198
US7771521 3547752 115
US20110044530A1 3548297 92
US7683100 3548602 104
EP1034507A2 3548933 141
US4157922 3549365 163
US20020142193A1 3549958 48
WO2008124510A1 3550198 93
US20120121963A1 3550633 99
US7964100 3550947 238
US6241164 3551584 116
US7993110 3551979 213
US20110220732A1 3552779 127
US7744761 3553213 119
US7333325 3553579 74
US7686956 3553829 140
US7794596 3554281 82
US7794597 3554746 140
US7794590 3555234 53
US7794598 3555441 248
US7824557 3556202 205
WO2011046128A1 3557140 211
US20100057575A1 3557650 163
US7927563 3558189 105
US5864462 3558532 137
US7578968 3559008 67
US20120134467A1 3559359 99
US5533540 3559702 168
US5155357 3560280 156
EP1115934B1 3560857 20
US7960179 3560916 116
GB2280389A 3561333 173
US7425269 3561879 83
US7425268 3562304 133
US7425267 3562724 79
US7854851 3563117 148
US7425263 3563672 44
US7425262 3563977 267
US7425261 3564916 121
US7749394 3565389 234
US4402758 3565992 133
US7473372 3566446 37
US6400563 3566659 254
US8104653 3567473 129
WO2010059720A1 3568012 167
US7603836 3568726 99
US7473374 3569149 189
EP1710852A1 3569928 94
WO2004055737A1 3570206 251
US20050021512A1 3570956 182
US7988857 3571679 110
US7637983 3572151 168
US4141939 3572912 53
US7493800 3573142 68
US5751289 3573374 190
US7361275 3573902 107
US7361277 3574310 26
US7361276 3574459 214
US5754676 3575032 190
US7361273 3575580 115
US7605360 3576024 162
US7422694 3576471 108
US7550079 3577008 199
US7422692 3577618 177
EP1287490A2 3578423 142
US8062523 3578919 98
US8062521 3579347 61
US7595003 3579692 94
US8062527 3580129 102
US7595001 3580485 160
US7595000 3581045 159
US7990729 3581622 84
US7507335 3581871 102
WO1998057753A1 3582238 184
US8029668 3582884 181
US7371567 3583361 254
US7510655 3583899 121
US7629403 3584312 122
US7510656 3584713 162
US7918348 3585366 123
US7989101 3585787 111
US7510658 3586076 68
US6778705 3586327 101
US20080216872A1 3586614 221
US7524413 3587265 239
US7439054 3587945 103
US20070077487A1 3588438 84
US7524418 3588747 109
US7524419 3589138 121
WO2004065019A1 3589609 393
US20070104362A1 3590957 130
US20120253328A1 3591360 88
US7588687 3591651 139
US7588686 3592206 144
WO2010055702A1 3592623 268
US8025795 3593352 114
WO2012152981A1 3593744 303
US7578397 3594667 80
US7806960 3594959 145
US7374724 3595285 257
US7578398 3595872 210
US7922913 3596519 183
US7922910 3597162 128
US20080096326A1 3597630 154
US7442178 3598338 61
WO2012156251A2 3598607 306
US7915749 3599223 62
US7803337 3599541 116
US7351336 3599931 109
US7351335 3600354 202
US7622045 3600848 91
US7351330 3601274 89
US7385336 3601524 83
US8301701 3601924 82
US7351339 3602354 95
US4228795 3602729 107
US20060244418A1 3603174 134
US20100124031A1 3603460 83
US7704733 3603698 140
US6170303 3604303 213
US7922008 3604733 141
US20080224661A1 3605189 138
US5973318 3605631 121
US6661876 3606155 219
WO2009106968A2 3606735 85
US7517461 3607090 122
US7517460 3607505 149
US7544290 3608147 199
US7384558 3608655 58
US7544292 3609023 58
US7867392 3609360 92
US7713421 3609792 67
US7494610 3610059 69
US7713422 3610320 95
US7544298 3610761 107
US7544299 3611188 65
US20070168434A1 3611516 62
US20070212596A1 3611773 222
US7384555 3612282 168
US7384554 3612807 42
US20120268880A1 3613070 78
US20110320437A1 3613349 171
US8076117 3613979 96
US7136291 3614404 147
US7810452 3614782 156
US7374655 3615249 90
US7374656 3615657 203
US7491340 3616183 175
US7968153 3616706 81
WO2012050672A2 3617016 109
US7686951 3617522 112
US7727316 3617961 118
US20120039043A1 3618346 121
US7563370 3618782 139
US7563371 3619324 181
US7563372 3620125 44
US7563373 3620401 138
US7563374 3621003 217
US7563375 3621736 163
US7563377 3622199 60
US20090014039A1 3622435 163
US7566401 3622913 275
US7566400 3623602 116
US7566403 3624234 115
US7566402 3624759 140
US8300937 3625301 115
US20110033739A1 3625632 57
WO2011018357A1 3625851 85
US6261715 3626204 138
US20080273766A1 3626630 142
US5851691 3627005 213
US20050105779A1 3627669 118
US5583949 3628077 109
US6356768 3628512 120
US8025963 3628994 40
WO2010109351A1 3629234 92
US20080316684A1 3629698 118
US20120092827A1 3629951 103
US7892431 3630314 135
US20110300413A1 3630657 159
US5469328 3631136 59
US7158657 3631440 58
WO2001005046A1 3631658 186
EP1075234A4 3632265 134
US7861869 3632782 134
US7658848 3633319 75
US7658845 3633694 106
US7658847 3634107 135
US7643684 3634557 166
US6549644 3634983 155
US7658843 3635423 51
US7425271 3635662 154
EP0665566A1 3636178 254
US7879593 3636647 63
US20070248249A1 3636971 155
US8079480 3637599 122
US7537692 3638097 153
US7537693 3638661 169
US7537690 3639342 124
US7824555 3639649 199
US7537694 3640259 85
US7438805 3640623 144
US7155033 3641092 85
US7537699 3641475 166
US7438801 3641808 99
US8080404 3642275 179
US7914677 3643021 189
US7914676 3643607 159
US7914675 3644026 188
US7441665 3644585 137
US7419742 3645247 197
US7914679 3645737 165
US7914678 3646154 157
US7947164 3646897 61
US7708888 3647233 171
US7573154 3647939 91
US7425304 3648270 93
US7288337 3648582 75
US7708886 3648920 110
US6373693 3649325 167
US7708884 3649801 118
US20120097752A1 3650300 208
WO2007065088A3 3650859 180
WO2007065088A2 3651604 163
US7988861 3652316 61
US7988867 3652595 88
US5511264 3653001 199
US7988869 3653655 194
US8029676 3654115 93
US8029674 3654471 94
US8029673 3654909 153
US5679941 3655427 137
EP0495168B1 3655786 41
US8029678 3655886 92
US7862718 3656261 146
US7833423 3656724 67
US7361268 3657052 59
US5446783 3657311 189
US7862711 3657784 164
US7361263 3658391 122
US7784769 3658809 138
EP1261053A1 3659236 172
US20120128749A1 3659841 110
US8062517 3660264 201
US4056114 3661060 169
WO2007063987A1 3661642 183
US7754157 3662206 125
US20090112905A1 3662693 174
US7455859 3663250 116
US20130016464A1 3663753 106
US8080150 3664101 157
US7534348 3664672 78
US7918350 3665041 158
US7857975 3665547 96
US8057673 3665978 134
US7493906 3666443 163
US7857978 3667015 94
US7510649 3667501 80
US20010031072A1 3667863 137
US7669719 3668260 204
US5253080 3668637 142
US7674836 3669065 77
US7674835 3669438 104
US7588696 3669766 132
US20030071122A1 3670253 302
US7785386 3671454 54
US20120250249A1 3671658 76
WO2008027365A2 3671877 46
US7611882 3672053 45
US7422688 3672311 121
US7422689 3672781 222
US7922906 3673504 76
US7922907 3673879 164
US20110250483A1 3674423 66
US7922902 3674678 174
US7910001 3675117 268
US5132543 3675851 256
US7553394 3676829 168
US7422687 3677374 170
US7351329 3678170 154
US7763173 3678492 178
US20080095402A1 3679156 215
US7736508 3679644 173
US7390673 3680277 73
US7622036 3680661 139
US7612997 3681332 71
US7494592 3681551 159
US7938894 3682071 95
WO1997028909A1 3682416 190
US6703810 3683047 219
US7967800 3683967 115
US7922873 3684468 110
US7673757 3684920 90
US20080038763A1 3685318 67
US7384549 3685705 64
US4889620 3686050 54
US7384545 3686335 85
US20090240685A1 3686680 65
US7960171 3686957 124
US7888085 3687378 97
US7606022 3687877 78
USR42907 3688169 183
US20070175502A1 3688735 107
US8067554 3689237 52
US7578942 3689478 133
US7578940 3689919 104
US7713720 3690351 9
US7485173 3690398 144
US20090051787A1 3690980 192
US7642522 3691447 108
US20100284157A1 3691915 95
US7955506 3692184 79
US7955507 3692499 179
US20030215144A1 3693169 110
US7528097 3693506 132
US7703285 3694076 125
US5590551 3694461 250
US6521370 3695169 149
US20120011142A1 3695628 148
US7416884 3696074 74
US7932091 3696428 156
US8335381 3697160 127
US7723274 3697679 63
US7771380 3697954 49
US7824799 3698149 170
US7918995 3698578 163
US5697840 3699061 83
US7890226 3699413 105
US20100124695A1 3699740 171
US7998724 3700098 135
WO2004055738A1 3700619 220
US20120027305A1 3701355 104
US7972502 3701597 138
US20030046267A1 3701979 205
US7591950 3702625 125
US7591952 3703124 162
US7472551 3703700 42
US20110318622A1 3703920 125
US3840402 3704250 169
US7658855 3704828 163
US7658852 3705357 151
US7658850 3705876 149
US7658851 3706510 79
US7766241 3706929 104
US8355583 3707364 142
US6352322 3707708 191
US7604743 3708283 109
US7604742 3708674 90
US7604741 3709029 133
US7604740 3709537 148
US7604746 3710165 128
US7604745 3710627 110
US7604744 3710977 191
US7438816 3711554 119
US7438817 3712085 94
US7438814 3712424 205
US7438815 3713122 125
US7438813 3713645 76
US7947178 3714018 163
US7914663 3714516 61
US7947170 3714819 127
US20040260776A1 3715299 101
US7976725 3715775 124
US7708897 3716309 141
US7824570 3716852 243
US7708892 3717680 87
US8043506 3718085 161
US7381328 3718700 132
US7381326 3719195 104
US7914684 3719473 144
US7914685 3720020 109
US7410065 3720446 129
US7718064 3720953 68
US20080076014A1 3721324 155
US7833418 3721785 129
US7833412 3722262 137
US7833411 3722762 139
US7833410 3723285 136
US7833417 3723934 67
US7833416 3724230 164
US7833415 3724659 103
US7833414 3725064 170
US7862728 3725762 210
US7862725 3726688 92
US7862722 3727128 192
US7862721 3727627 102
US7520978 3728110 140
US20060200475A1 3728516 128
US7892800 3728995 121
US20120251011A1 3729478 132
US7985341 3729849 245
US7985342 3730789 152
US7745167 3731267 174
US8315463 3731876 73
US20070020523A1 3732162 99
US7788867 3732562 134
US8341145 3732991 151
US7534354 3733464 141
US7534350 3733995 181
US7534351 3734850 200
US7459171 3735567 169
US7965890 3736163 296
US7784621 3736917 44
US7427354 3737165 242
US7427357 3737783 184
US7427356 3738365 120
US7848475 3738886 243
US7690230 3739812 155
US7569199 3740273 52
US7704399 3740545 91
US7704398 3740978 113
US5882524 3741452 87
US7906464 3741899 179
US7442295 3742367 103
US7611630 3742757 133
US7611632 3743151 159
US7608189 3743554 118
US7608188 3744020 119
US7611637 3744452 58
US7611638 3744757 121
US7736776 3745319 111
US20090201761A1 3745806 220
US20090271260A1 3746287 94
US7906019 3746684 77
US7811698 3747086 138
US7452467 3747476 222
US7452466 3748288 106
US7452465 3748632 132
US7351355 3749080 119
US7452469 3749570 214
US7452468 3750255 75
WO1994021346A1 3750659 149
US20070289612A1 3751285 86
US7494583 3751573 68
US7206439 3751936 139
US7442359 3752338 68
US7494588 3752627 163
US7494589 3753171 53
US7875191 3753450 62
US6669115 3753693 182
US7227973 3754545 225
US7601133 3755126 156
US5742044 3755687 151
EP0709120A1 3756232 133
US7887749 3756643 202
US7713402 3757428 66
US20090067742A1 3757697 125
US20120294520A1 3758026 137
US8048668 3758375 124
US20060054191A1 3758836 100
US7374673 3759166 184
US7488603 3760043 104
US7491325 3760461 167
US7491324 3760860 166
US7811459 3761340 75
WO2010055121A1 3761716 83
US7491321 3761983 179
US7491323 3762531 87
US7811453 3762840 148
US8012353 3763299 122
US7704373 3763838 168
US6806684 3764595 115
US7811456 3764915 160
US7811455 3765448 168
US7670456 3765963 119
US20040257039A1 3766357 47
EP2464779A1 3766598 9
US20090059488A1 3766652 103
US20120025771A1 3766952 91
EP2413287A1 3767245 135
US5568384 3767697 190
US6868701 3768620 284
EP1818870B1 3769450 9
US7722244 3769521 92
US20100177967A1 3769832 83
US8038885 3770062 47
US8254699 3770254 124
US7875180 3770738 99
US7584577 3771047 82
US7527728 3771484 59
US20110176283A1 3771815 232
US20110160641A1 3772440 148
US7896959 3772776 126
US7781192 3773240 47
US7220963 3773461 153
WO2011015457A1 3773996 192
WO2005017712A2 3774444 183
US7794603 3775025 126
US7993529 3775425 139
US6395980 3775794 215
US7678559 3776432 53
US20120240956A1 3776668 150
US20100121794A1 3777098 181
US7711156 3777722 191
US7429329 3778084 53
US7963252 3778398 129
US7856144 3779082 140
US7648634 3779532 102
US20040166827A1 3779944 274
US7591948 3780561 72
US7591949 3780849 169
US20080250823A1 3781437 110
US7961983 3781785 157
EP0547107B1 3782277 4
US7678281 3782311 372
US7532482 3783299 331
US5789098 3784421 86
US7429321 3784813 81
US7695631 3785120 161
US7062083 3785671 194
US4629126 3786193 200
US8002990 3786870 167
US8002993 3787379 169
US7438820 3787903 174
US7651550 3788571 130
US7964138 3789157 153
US7887696 3789655 56
US7947183 3790007 103
US7887698 3790429 111
US8192861 3790809 171
US20060099505A1 3791233 201
EP2312036A1 3791952 9
US7965514 3792022 164
US20070212598A1 3792548 152
US7277272 3793105 57
US7823596 3793322 163
US7393452 3793800 154
US7393453 3794401 54
US8034246 3794665 119
US20040134514A1 3795132 75
US8062525 3795518 170
US7712613 3796031 141
US7494809 3796487 118
US7520960 3796879 105
US7727748 3797194 46
EP0958720A1 3797387 260
US8066878 3798093 164
US8066879 3798605 168
US8306281 3799106 140
US8066870 3799568 117
US20070253162A1 3799889 154
US8066873 3800307 76
US7534367 3800722 166
WO2011125744A1 3801473 200
US7927509 3801991 124
US5432969 3802525 137
US7510660 3803142 166
US7510661 3803731 151
US7510662 3804245 205
US20020051572A1 3804983 88
US8359057 3805281 67
US20070148534A1 3805533 137
EP1918441A1 3806041 88
US20120214035A1 3806275 137
US5734254 3806720 116
US7704384 3807125 90
US7704385 3807508 135
US7950770 3807930 70
US7691259 3808315 117
US7744759 3808636 110
US7744756 3809165 114
US7744755 3809564 215
US7744754 3810260 129
US8012351 3810803 137
US7758749 3811272 103
US5668462 3811700 141
US7611620 3812193 145
US7364921 3812787 143
US7387723 3813263 93
US7449120 3813687 52
US20110311114A1 3813981 193
US7820058 3814552 205
US7390653 3815413 100
US7351344 3815849 165
US7351342 3816356 172
US7351343 3816951 138
US6618936 3817500 141
US7641054 3817881 112
US20020033550A1 3818424 161
US7513997 3819129 96
US20080016626A1 3819580 130
US7513994 3819984 112
US7513999 3820316 123
US7513998 3820712 121
US7431842 3821181 119
US20070119987A1 3821648 166
US7431841 3822289 67
US7431847 3822539 136
US7771911 3822999 146
US7431848 3823616 119
US8012746 3823999 66
US7985577 3824305 140
US7666313 3824814 55
US7727377 3825115 246
EP2236658A1 3826033 85
US20120155001A1 3826381 148
EP0744217A4 3826792 107
EP0735510A1 3827195 59
US7407577 3827452 220
US7713419 3828267 128
EP0744217A1 3828732 107
US7713414 3829135 169
US7713415 3829639 164
US7407579 3830367 97
EP2402494A1 3830716 196
US7713410 3831443 116
US7200005 3831831 191
US7371328 3832448 101
US7713413 3832810 123
US7384560 3833238 71
US7384564 3833513 175
US7384565 3834203 64
US20110256440A1 3834541 116
US8057682 3835005 88
US7045372 3835348 210
US7857968 3836023 83
US7491336 3836419 133
US7491337 3836955 42
US20120077291A1 3837181 204
US7491332 3837711 113
US7811449 3838102 92
US7491331 3838520 21
US7601542 3838644 116
US7569147 3839061 104
US7569146 3839441 179
US8057668 3840237 96
US8080160 3840643 169
US8080166 3841222 151
US4974375 3841636 161
US8080165 3842191 135
US7566432 3842777 82
US7390343 3843130 114
US7524415 3843704 208
EP2093709A1 3844316 227
US8048279 3844780 143
US20090080711A1 3845401 164
US20110179061A1 3845833 136
US7799226 3846350 106
US7572384 3846783 161
US20090246609A1 3847334 158
US20090148010A1 3847699 113
US8254683 3848281 152
US20060292439A1 3848707 193
WO2011027491A1 3849088 205
US8070958 3849662 110
US7896948 3850016 38
US8070950 3850232 88
US7407590 3850660 97
US8070953 3851104 100
US7120626 3851449 93
US7943087 3851883 129
US20050189439A1 3852538 220
US8025798 3853095 34
WO2008038763A1 3853300 216
US7635432 3853839 106
US7993531 3854313 110
US7993530 3854728 76
US5553294 3855001 53
US7782610 3855270 71
US7964102 3855489 245
US7622892 3856317 90
US6535378 3856705 161
US7670489 3857206 115
US7837871 3857659 96
US7927494 3858065 132
US7927496 3858495 50
US7837874 3858766 158
US7670481 3859339 70
US7927492 3859605 112
US7658872 3860069 29
US20100236000A1 3860221 85
US7527730 3860569 94
US20070235064A9 3860895 91
US7527733 3861316 144
US7527735 3861947 138
US7527736 3862320 155
US7695627 3862959 118
US7695625 3863364 112
US7695622 3863889 163
EP0878767A1 3864415 214
US20030230122A1 3864927 284
US7556677 3865757 66
US7695629 3866146 95
US8002986 3866594 150
US8002987 3867353 151
US8002984 3867829 118
US20070218366A1 3868327 123
US8002989 3868823 194
US7776224 3869520 127
US7806962 3869964 144
US7625351 3870546 94
US6285159 3871033 245
US7838281 3871686 119
US7754079 3872052 116
US7615195 3872449 155
US20120058392A1 3872927 157
WO2006035592A1 3873510 207
US7698104 3873987 163
US7896167 3874482 173
US7413662 3875034 87
US7413663 3875424 156
US7699985 3876009 143
US7919002 3876571 202
US7699980 3877353 114
WO2008047387A2 3877768 162
US8083069 3878437 136
US8043556 3878945 139
US20070211928A1 3879398 121
WO1984000705A1 3879942 224
US7754074 3880775 64
EP2298978A2 3881121 113
US7504363 3881590 311
US20120323099A1 3882501 144
US8066880 3882936 65
US8066884 3883300 83
US5111516 3883643 200
USR41552 3884264 76
USR41555 3884610 22
US7645420 3884752 60
US20100259875A1 3885075 65
US7698073 3885302 136
US6611613 3885941 276
US20110128712A1 3886725 142
US20120102033A1 3887234 118
US7822164 3887805 97
US7368570 3888171 129
US20080114756A1 3888754 248
US5295373 3889596 66
US7591878 3889910 111
US20100273038A1 3890387 113
US8270731 3890715 92
US7767078 3891020 31
EP1870505A2 3891180 130
US7691637 3891584 148
US7866487 3892105 158
US7758758 3892758 116
US8003355 3893153 139
US7758754 3893544 65
US7758755 3893864 107
US7758752 3894403 157
US6128184 3895100 136
US7449119 3895565 37
US7449117 3895866 151
US7449116 3896258 63
US7449114 3896577 138
US7449113 3897103 42
US20120114197A1 3897303 72
WO2007105595A1 3897602 217
US4657186 3898142 225
US7842182 3898837 118
US7611872 3899336 44
WO2009133667A1 3899536 255
US20100246959A1 3900157 103
US7622042 3900399 157
US7871525 3900866 174
US7871524 3901402 106
US7597932 3901906 131
US5598320 3902324 259
US4893752 3903280 274
US7736525 3903709 131
US7402248 3904224 129
US20130028517A1 3904663 63
US7402241 3904877 85
